id,Institute,WorkArea,cease_date,separationtype,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,gender,age,employment_status,position,institute_service,role_service
6.34326352243491e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Female,21  25,Temporary Full-time,Administration (AO),1-2,1-2
6.3432637818396e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,,,,,,
6.3432645414859e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Part-time,Operational (OO),1-2,1-2
6.34328087765991e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Female,51-55,Temporary Part-time,Operational (OO),Less than 1 year,Less than 1 year
6.34328171329844e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,Female,36  40,Temporary Full-time,Administration (AO),3-4,3-4
6.34328202850835e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Female,51-55,Temporary Full-time,Teacher (including LVT),3-4,3-4
6.3432828844021e+17,Brisbane North Institute of TAFE,Delivery (teaching),,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,,,,,,
6.34329804601719e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,46  50,Permanent Full-time,Teacher (including LVT),5-6,Less than 1 year
6.34329959592554e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,Male,21  25,Permanent Full-time,Administration (AO),3-4,3-4
6.34333279253906e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,,,,,
6.34333408714687e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,51-55,Permanent Full-time,Professional Officer (PO),11-20,11-20
6.34335805202554e+17,Metropolitan South Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Full-time,Teacher (including LVT),3-4,5-6
6.34340388349585e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,Ill Health,-,-,-,Interpersonal Conflict,-,-,-,-,Female,51-55,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34340978789585e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,31  35,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
6.34344511160937e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34345415831406e+17,Southbank Institute of Technology,Delivery (teaching),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,Contributing Factors. Dissatisfaction ,-,Interpersonal Conflict,-,-,-,-,,,,,,
6.34346271723281e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Male,31  35,Temporary Full-time,Administration (AO),1-2,Less than 1 year
6.34346401168125e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Male,31  35,Temporary Full-time,Professional Officer (PO),Less than 1 year,Less than 1 year
6.34352308949688e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34353285189063e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,Career Move - Self-employment,-,-,-,-,-,Study,Travel,-,-,Female,26  30,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34356555160312e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,51-55,Permanent Full-time,Teacher (including LVT),Less than 1 year,11-20
6.34356560392188e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,36  40,Permanent Part-time,Teacher (including LVT),3-4,3-4
6.34356641434062e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Male,56 or older,Contract/casual,Workplace Training Officer,Less than 1 year,Less than 1 year
6.34356731460781e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,21  25,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
6.34358247777344e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Male,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34358414389688e+17,Barrier Reef Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,51-55,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34358731384062e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34359251421562e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,,,,,
6.34360008438438e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,Career Move - Self-employment,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34362639709063e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,Ill Health,Maternity/Family,-,-,-,-,-,-,-,Female,56 or older,Permanent Full-time,Administration (AO),7-10,3-4
6.34365142728281e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,Travel,-,-,Female,21  25,Contract/casual,Technical Officer (TO),Less than 1 year,Less than 1 year
6.3436545961125e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Part-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34366032016094e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34366171489688e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,21  25,Contract/casual,Administration (AO),1-2,Less than 1 year
6.34370412543594e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34370483668125e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Female,51-55,Permanent Part-time,Teacher (including LVT),More than 20 years,11-20
6.34370606168281e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,51-55,Contract/casual,Teacher (including LVT),11-20,Less than 1 year
6.34372114428281e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34376433396563e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,41  45,Contract/casual,Technical Officer (TO),5-6,5-6
6.34377507269688e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,51-55,Temporary Part-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34381134640312e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,,,,,,
6.34383335357969e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,Travel,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),1-2,1-2
6.34388595410156e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Permanent Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34388661685e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,46  50,Temporary Full-time,Administration (AO),1-2,Less than 1 year
6.34388739792188e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,,,,,
6.34389476488906e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,21  25,Permanent Full-time,Administration (AO),3-4,3-4
6.3439543481625e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Male,21  25,Permanent Part-time,Operational (OO),1-2,1-2
6.34395453810469e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Part-time,Teacher (including LVT),11-20,11-20
6.34395566956406e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Part-time,Administration (AO),1-2,1-2
6.34399738233281e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,21  25,Permanent Part-time,Administration (AO),5-6,3-4
6.34407548427969e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Temporary Part-time,Administration (AO),3-4,3-4
6.34411016475156e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,21  25,Permanent Full-time,Administration (AO),3-4,3-4
6.34412849002344e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,41  45,Permanent Full-time,Operational (OO),3-4,3-4
6.344138709125e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Termination,,,,,,,,,,,,,Female,56 or older,Temporary Part-time,Teacher (including LVT),3-4,Less than 1 year
6.34417864506406e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Female,46  50,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34418043788438e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Female,26  30,Temporary Full-time,Teacher (including LVT),1-2,1-2
6.34419660420156e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Male,46  50,Temporary Full-time,Executive (SES/SO),1-2,1-2
6.34419812329531e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,46  50,Permanent Full-time,Teacher (including LVT),1-2,1-2
6.34420617024687e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),5-6,1-2
6.34423305341562e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Female,56 or older,Permanent Part-time,Tutor,11-20,3-4
6.344250437875e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Female,46  50,Contract/casual,Administration (AO),5-6,5-6
6.34425831321094e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,21  25,Temporary Full-time,Professional Officer (PO),1-2,1-2
6.34429978393906e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Temporary Full-time,Administration (AO),1-2,1-2
6.34430196933125e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,36  40,Permanent Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34431906734219e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,36  40,Permanent Full-time,Administration (AO),5-6,5-6
6.34436080180469e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Male,26  30,Temporary Full-time,Operational (OO),Less than 1 year,Less than 1 year
6.34438675485469e+17,Southbank Institute of Technology,Delivery (teaching),2011.0,Retirement,-,-,-,-,Maternity/Family,-,Job Dissatisfaction,-,-,-,-,-,Female,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,3-4
6.34443964450156e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Male,41  45,Contract/casual,Teacher (including LVT),1-2,1-2
6.34444676214219e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Contract/casual,Administration (AO),3-4,5-6
6.34447301250156e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,,,,,,
6.34450781262969e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Temporary Full-time,Administration (AO),1-2,Less than 1 year
6.34454356619531e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,21  25,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34454362346563e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Temporary Full-time,Administration (AO),3-4,Less than 1 year
6.34455107975313e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,Other,-,Female,56 or older,Temporary Part-time,Administration (AO),7-10,7-10
6.34456033339688e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,41  45,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.3445681099e+17,Southbank Institute of Technology,Non-Delivery (corporate),2010.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,Interpersonal Conflict,-,-,-,-,,,,,,
6.34461102971094e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
6.34461110095938e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34462838669219e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Temporary Full-time,Administration (AO),1-2,1-2
6.34465408262031e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,Study,-,-,-,Female,21  25,Temporary Full-time,Administration (AO),1-2,1-2
6.34466325765938e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Temporary Full-time,Teacher (including LVT),1-2,11-20
6.34466334830781e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Temporary Part-time,Teacher (including LVT),Less than 1 year,7-10
6.34466338996094e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Male,41  45,Temporary Full-time,Technical Officer (TO),1-2,Less than 1 year
6.3446806352125e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34468104798125e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34468237201562e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Male,51-55,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.3446906019125e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,36  40,Temporary Full-time,Executive (SES/SO),Less than 1 year,Less than 1 year
6.34471580533906e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,,,,,,
6.34474119730625e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,21  25,Contract/casual,Administration (AO),1-2,Less than 1 year
6.34474960259219e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Contract/casual,Administration (AO),1-2,1-2
6.34475001702969e+17,Southbank Institute of Technology,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Part-time,Tutor,7-10,7-10
6.344801538575e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,26  30,Temporary Full-time,Administration (AO),1-2,1-2
6.34480996232969e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Female,41  45,Temporary Full-time,Teacher (including LVT),11-20,1-2
6.34483759524219e+17,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Part-time,Teacher (including LVT),3-4,3-4
6.34485432981094e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Full-time,Operational (OO),More than 20 years,More than 20 years
6.3448707873875e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,Other,-,Female,46  50,Permanent Full-time,Administration (AO),5-6,5-6
6.34491780096563e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Temporary Full-time,Administration (AO),3-4,3-4
6.34492389417187e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
6.34492399751406e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Contract/casual,Administration (AO),3-4,Less than 1 year
6.34495664096406e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,26  30,Permanent Full-time,Professional Officer (PO),3-4,1-2
6.34496573562969e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,51-55,Temporary Full-time,Administration (AO),1-2,1-2
6.34496661404062e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
6.34497559461719e+17,Central Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,Travel,-,-,Male,31  35,Contract/casual,Teacher (including LVT),1-2,1-2
6.34497651258125e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Termination,,,,,,,,,,,,,Female,51-55,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34498298127969e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34499252882656e+17,SkillsTech Australia,Non-Delivery (corporate),2010.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,,,,,,
6.34508607117812e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,Male,21  25,Permanent Full-time,Administration (AO),3-4,3-4
6.34509621647969e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,Travel,-,-,Female,51-55,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34515603225e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,Study,-,-,-,Female,36  40,Temporary Full-time,Administration (AO),1-2,1-2
6.34517445885469e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,41  45,Permanent Part-time,Professional Officer (PO),11-20,11-20
6.34519977362813e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Part-time,Teacher (including LVT),Less than 1 year,3-4
6.34520852160469e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Female,51-55,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34521642169688e+17,SkillsTech Australia,Delivery (teaching),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,21  25,Permanent Full-time,Administration (AO),3-4,3-4
6.34522371755781e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34523409759688e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,,,,,
6.34525935995156e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Termination,,,,,,,,,,,,,Female,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34526057042656e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,41  45,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
6.34527641594062e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,Interpersonal Conflict,-,-,-,-,Female,20 or younger,Temporary Full-time,Administration (AO),1-2,1-2
6.34527818866563e+17,Sunshine Coast Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,56 or older,Contract/casual,Professional Officer (PO),5-6,Less than 1 year
6.34528575096719e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Temporary Full-time,Professional Officer (PO),3-4,More than 20 years
6.34528748789219e+17,SkillsTech Australia,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),1-2,5-6
6.34529403585e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Temporary Full-time,Professional Officer (PO),7-10,7-10
6.34533959365625e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,,,,,,
6.34535441639531e+17,Southbank Institute of Technology,Delivery (teaching),2011.0,Termination,,,,,,,,,,,,,Female,41  45,Contract/casual,Teacher (including LVT),Less than 1 year,3-4
6.34540823178594e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34541462557656e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,21  25,Temporary Full-time,Administration (AO),3-4,Less than 1 year
6.34549611075156e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Transfer,-,-,-,-,-,-,-,-,-,-,Other,-,Female,36  40,Temporary Full-time,Administration (AO),1-2,1-2
6.34550190071875e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,51-55,Temporary Part-time,Professional Officer (PO),1-2,1-2
