id,separationtype,cease_date,dete_start_date,role_start_date,position,classification,region,business_unit,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,dissatisfaction_with_the_department,physical_work_environment,lack_of_recognition,lack_of_job_security,work_location,employment_conditions,maternity/family,relocation,study/travel,ill_health,traumatic_incident,work_life_balance,workload,none_of_the_above,gender,age,aboriginal,torres_strait,south_sea,disability,nesb,institute_service
376,Resignation-Other reasons,2012.0,1999.0,1999.0,Teacher Aide,,,,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,13.0
377,Resignation-Move overseas/interstate,2012.0,2007.0,2007.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,46-50,,,,,,5.0
378,Resignation-Other employer,2012.0,1990.0,,Teacher Aide,,,,Permanent Part-time,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,22.0
380,Resignation-Move overseas/interstate,2012.0,,,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,,
382,Resignation-Other employer,2013.0,2008.0,2008.0,Teacher,Secondary,,,Permanent Full-time,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,,5.0
384,Resignation-Move overseas/interstate,2012.0,1994.0,1996.0,Teacher,Special Education,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,56-60,,,,,,18.0
389,Resignation-Move overseas/interstate,2013.0,2007.0,2007.0,Teacher,Secondary,,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,6.0
390,Resignation-Other employer,2013.0,1985.0,1999.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,46-50,,,,,,28.0
391,Resignation-Other employer,2013.0,2000.0,200.0,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,13.0
392,Resignation-Other employer,2012.0,2007.0,2007.0,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,,,,,,5.0
399,Resignation-Other reasons,2012.0,1993.0,2011.0,Guidance Officer,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,Female,41-45,,,,,,19.0
400,Resignation-Other employer,2013.0,,,Cleaner,,,,,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,56-60,,,,,,
406,Resignation-Other reasons,2012.0,,,Teacher,Primary,,,,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,,,
407,Resignation-Other reasons,2013.0,1991.0,1992.0,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,Female,56-60,,,,,,22.0
408,Resignation-Move overseas/interstate,2013.0,,2011.0,Technical Officer,,Central Queensland,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,61 or older,,,,,,
409,Resignation-Other reasons,2012.0,2006.0,2006.0,Teacher,Primary,,,Permanent Full-time,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,Female,26-30,,,,,,6.0
410,Resignation-Other reasons,2012.0,,,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,36-40,,,,,,
411,Resignation-Other reasons,2013.0,2008.0,2008.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,26-30,,,,,,5.0
413,Resignation-Other reasons,2013.0,2008.0,2009.0,Cleaner,,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,,,,,,5.0
415,Resignation-Other employer,2013.0,1997.0,2009.0,Teacher,Primary,Darling Downs South West,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,16.0
416,Resignation-Move overseas/interstate,2013.0,2011.0,2013.0,Teacher,Primary,Central Queensland,,Permanent Full-time,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,26-30,,,,,,2.0
417,Resignation-Other reasons,2012.0,1963.0,1989.0,Teacher,Special Education,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,61 or older,,,,,,49.0
418,Resignation-Other reasons,2013.0,2008.0,2011.0,Teacher Aide,Primary,South East,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,,,,,,5.0
420,Resignation-Other reasons,2013.0,2012.0,2012.0,Teacher Aide,,North Queensland,,Temporary Part-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,41-45,,,,Yes,,1.0
424,Resignation-Other employer,2013.0,2008.0,2012.0,Head of Curriculum/Head of Special Education,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,31-35,,,,,,5.0
433,Resignation-Move overseas/interstate,2013.0,2008.0,2010.0,Technical Officer,,Central Office,,Permanent Full-time,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,Female,26-30,,,,,,5.0
434,Resignation-Other reasons,2013.0,1993.0,2002.0,Teacher,Primary,North Queensland,,Permanent Part-time,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,Female,46-50,,,,,,20.0
435,Resignation-Other reasons,2013.0,2006.0,2010.0,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,Female,26-30,,,,,,7.0
438,Resignation-Other reasons,2013.0,2002.0,2002.0,Teacher,Special Education,Darling Downs South West,,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Female,31-35,,,,Yes,,11.0
439,Resignation-Other employer,2013.0,,,Teacher,Secondary,North Queensland,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,21-25,,,,,,
440,Resignation-Other reasons,2012.0,1992.0,2009.0,Teacher Aide,,South East,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,Female,56-60,,,,,,20.0
442,Resignation-Other reasons,2013.0,2010.0,2010.0,Teacher Aide,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,31-35,,,,,,3.0
450,Resignation-Other employer,2012.0,,,Teacher,Primary,South East,,Permanent Full-time,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,36-40,,,,,,
452,Resignation-Other reasons,2013.0,2009.0,2012.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,21-25,,,,,,4.0
453,Resignation-Move overseas/interstate,2013.0,1991.0,2007.0,Head of Curriculum/Head of Special Education,,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,,22.0
455,Resignation-Move overseas/interstate,2013.0,2013.0,2013.0,Public Servant,A01-A04,Central Office,Human Resources,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,56-60,,,,,,0.0
457,Resignation-Other reasons,2013.0,2013.0,2013.0,Teacher,Primary,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,21-25,,,,,,0.0
460,Resignation-Move overseas/interstate,2012.0,2011.0,2013.0,Public Servant,AO5-AO7,Central Office,Information and Technologies,Temporary Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,,1.0
462,Resignation-Other reasons,2013.0,2010.0,2010.0,Teacher Aide,,,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,,,,,3.0
465,Resignation-Other employer,2013.0,2002.0,2002.0,Teacher,Primary,,,Permanent Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,,11.0
467,Resignation-Other reasons,2013.0,2000.0,2013.0,Teacher,Secondary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,41-45,,,,,,13.0
471,Resignation-Other reasons,2013.0,1990.0,2013.0,Teacher,Primary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,Female,46-50,,,,Yes,,23.0
472,Resignation-Other reasons,2013.0,,,Teacher,Secondary,South East,,Permanent Part-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,,,,,
474,Resignation-Other reasons,2013.0,1997.0,1997.0,Teacher,Primary,North Queensland,,Permanent Part-time,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,,,,,,16.0
477,Resignation-Other reasons,2013.0,2008.0,2011.0,Teacher,Secondary,Metropolitan,,Casual,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,51-55,,,,,Yes,5.0
478,Resignation-Move overseas/interstate,2013.0,2004.0,2004.0,Cleaner,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,46-50,,,,,,9.0
479,Resignation-Other reasons,2013.0,2000.0,,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,,13.0
480,Resignation-Other reasons,2013.0,2013.0,2013.0,Teacher,Primary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,26-30,Yes,,,,,0.0
482,Resignation-Other reasons,2012.0,1990.0,1990.0,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,41-45,,,,,,22.0
486,Resignation-Move overseas/interstate,2012.0,2005.0,2010.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,,,,,,7.0
487,Resignation-Other reasons,2013.0,1993.0,1993.0,Teacher,Primary,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,41-45,,,,,,20.0
490,Resignation-Other reasons,2012.0,,,Cleaner,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,,,,,,
493,Resignation-Other reasons,2013.0,1974.0,2008.0,Teacher,Special Education,Central Queensland,,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,61 or older,,,,,,39.0
495,Resignation-Other employer,2012.0,1988.0,1988.0,Cleaner,,Central Queensland,,Permanent Part-time,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,,,,,24.0
496,Resignation-Other reasons,2013.0,2012.0,2012.0,Cleaner,,Central Queensland,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,Yes,,1.0
498,Resignation-Move overseas/interstate,2013.0,2009.0,2009.0,Teacher,Primary,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Male,36-40,,,,,,4.0
500,Resignation-Move overseas/interstate,2013.0,2013.0,2013.0,Public Servant,A01-A04,Central Office,Other,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,26-30,,,,,,0.0
501,Resignation-Other employer,2013.0,2002.0,2002.0,Teacher,Primary,Central Queensland,Education Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,,,,,,11.0
504,Resignation-Other reasons,2013.0,1972.0,2013.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Male,61 or older,,,,,,41.0
505,Resignation-Move overseas/interstate,2013.0,2008.0,2011.0,Teacher,Secondary,South East,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,,,,,,5.0
506,Resignation-Other reasons,2013.0,1989.0,,Teacher,Special Education,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,46-50,,,,,,24.0
507,Resignation-Other reasons,2013.0,2009.0,2010.0,Public Servant,A01-A04,North Coast,,Permanent Full-time,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,21-25,,,,,,4.0
518,Resignation-Move overseas/interstate,2010.0,2007.0,2007.0,Teacher Aide,,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,31-35,,,,,,3.0
532,Resignation-Other reasons,2013.0,,,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,Female,56-60,,,,,,
534,Resignation-Move overseas/interstate,2013.0,1999.0,2012.0,Public Servant,AO8 and Above,Central Office,Indigenous Education and Training Futures,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,36-40,Yes,,Yes,,,14.0
535,Resignation-Other reasons,2012.0,2008.0,2008.0,Cleaner,,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,,,,Yes,Yes,4.0
537,Resignation-Other reasons,2013.0,2007.0,2012.0,Teacher Aide,,Metropolitan,Education Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Female,46-50,,,,,,6.0
539,Resignation-Other reasons,2013.0,,,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,26-30,,,,,,
540,Resignation-Other reasons,2013.0,2007.0,2009.0,Public Servant,A01-A04,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,51-55,,,,,,6.0
542,Resignation-Other reasons,2013.0,1996.0,2012.0,Public Servant,A01-A04,South East,,Permanent Part-time,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Female,41-45,,,,,,17.0
544,Resignation-Other employer,2013.0,2011.0,2011.0,Professional Officer,PO1-PO4,South East,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,21-25,,,,,,2.0
548,Resignation-Other employer,2013.0,2010.0,2012.0,Teacher Aide,,Metropolitan,,Permanent Full-time,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,3.0
551,Resignation-Other reasons,2013.0,2000.0,2005.0,Teacher,Primary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,36-40,,,,,,13.0
552,Resignation-Move overseas/interstate,2013.0,2011.0,2011.0,Schools Officer,,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,41-45,,,,,,2.0
553,Resignation-Other reasons,2013.0,2005.0,2013.0,Teacher,Special Education,Central Queensland,,Permanent Part-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,56-60,,,,,,8.0
558,Resignation-Move overseas/interstate,2013.0,2011.0,2011.0,Teacher,Middle,North Queensland,,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,21-25,,,,,,2.0
563,Resignation-Move overseas/interstate,2013.0,2012.0,2012.0,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,1.0
564,Resignation-Other reasons,2013.0,1990.0,2011.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,,,,,,23.0
569,Resignation-Other reasons,2013.0,2000.0,,Teacher Aide,,Central Office,Education Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,46-50,,,,,,13.0
570,Resignation-Other reasons,2013.0,2010.0,2010.0,Schools Officer,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,31-35,,,,,,3.0
572,Resignation-Other reasons,2013.0,1998.0,2008.0,Business Service Manager,,Darling Downs South West,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,15.0
576,Resignation-Other reasons,2013.0,2004.0,2005.0,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Female,31-35,,,,,,9.0
577,Resignation-Other reasons,2013.0,2004.0,,Teacher Aide,,,,Permanent Part-time,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,,9.0
578,Resignation-Other employer,2013.0,1994.0,1998.0,Teacher,Primary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,,19.0
585,Resignation-Other employer,2013.0,2008.0,2008.0,School Administrative Staff,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,51-55,,,,,,5.0
586,Resignation-Move overseas/interstate,2013.0,2012.0,2013.0,Teacher Aide,,,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,,,,,,1.0
587,Resignation-Move overseas/interstate,2010.0,1999.0,2000.0,Teacher,Special Education,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,51-55,,,,,,11.0
589,Resignation-Other employer,2013.0,2011.0,2011.0,Other,,South East,,Temporary Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,,,,,Yes,2.0
590,Resignation-Other reasons,2013.0,1985.0,1989.0,Other,,Metropolitan,,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,61 or older,,,,,Yes,28.0
591,Resignation-Other employer,2014.0,2005.0,2012.0,Public Servant,,Metropolitan,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,31-35,,,,,,9.0
593,Resignation-Other reasons,2013.0,2001.0,2010.0,Cleaner,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,,12.0
594,Resignation-Other reasons,2013.0,2005.0,2009.0,Teacher,Secondary,,,Permanent Full-time,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,Female,36-40,,,,,,8.0
602,Resignation-Other employer,2013.0,2010.0,2010.0,Public Servant,AO5-AO7,Central Office,Other,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,,,,,,3.0
605,Resignation-Other reasons,2013.0,1996.0,1996.0,Schools Officer,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,,17.0
608,Resignation-Other reasons,2013.0,2004.0,2011.0,Teacher,Primary,,,Permanent Part-time,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,31-35,,,,,,9.0
609,Resignation-Other reasons,2013.0,2004.0,2012.0,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,Female,31-35,,,,,,9.0
611,Resignation-Other reasons,2013.0,1989.0,1989.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,61 or older,,,,,,24.0
613,Resignation-Other reasons,2013.0,1993.0,1999.0,Teacher,Primary,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,,,,,,20.0
614,Resignation-Move overseas/interstate,2013.0,2010.0,2010.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,26-30,,,,,,3.0
618,Resignation-Other reasons,2013.0,1996.0,2008.0,Teacher,Secondary,North Queensland,,Permanent Part-time,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,Female,51-55,,,,,,17.0
620,Resignation-Other employer,2013.0,2003.0,2004.0,Teacher,Special Education,South East,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,,10.0
622,Resignation-Other reasons,2013.0,1983.0,2012.0,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,51-55,,,,,,30.0
624,Resignation-Move overseas/interstate,2013.0,2004.0,2007.0,Teacher,Special Education,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,,9.0
626,Resignation-Other reasons,2013.0,2011.0,2011.0,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,,,,,,2.0
627,Resignation-Other reasons,2013.0,2010.0,2010.0,Public Servant,A01-A04,Central Office,Other,Permanent Part-time,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,,,,,,3.0
632,Resignation-Other reasons,2013.0,2006.0,2008.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,Male,41-45,,,,Yes,,7.0
638,Resignation-Other reasons,2013.0,2013.0,2013.0,Teacher Aide,,Darling Downs South West,,Casual,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,36-40,,,,,,0.0
642,Resignation-Move overseas/interstate,2013.0,2010.0,2010.0,"School Based Professional Staff (Therapist, nurse, etc)",,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,36-40,,,,,,3.0
643,Resignation-Move overseas/interstate,2013.0,2010.0,2010.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,31-35,,,,,Yes,3.0
648,Resignation-Other reasons,2013.0,1992.0,1997.0,Technical Officer,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,51-55,,,,,,21.0
650,Resignation-Other employer,2013.0,1995.0,2008.0,Teacher Aide,,South East,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,,,,,18.0
651,Resignation-Other employer,2013.0,1996.0,2003.0,Head of Curriculum/Head of Special Education,,North Coast,,Permanent Full-time,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,,17.0
652,Resignation-Other reasons,2013.0,2010.0,2012.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,,,,,3.0
653,Resignation-Move overseas/interstate,2013.0,1986.0,1993.0,Head of Curriculum/Head of Special Education,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,61 or older,,,,,Yes,27.0
659,Resignation-Move overseas/interstate,2013.0,1971.0,2002.0,Teacher,Secondary,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,61 or older,,,,,,42.0
660,Resignation-Other reasons,2013.0,1998.0,,Teacher Aide,Primary,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,Yes,,,,,15.0
663,Resignation-Other reasons,2013.0,,,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,46-50,,,,,,
666,Resignation-Other employer,2014.0,1999.0,2013.0,Head of Curriculum/Head of Special Education,,North Coast,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Male,46-50,,,,,,15.0
668,Resignation-Other employer,2014.0,2012.0,2013.0,Public Servant,A01-A04,Central Office,Information and Technologies,Temporary Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,,2.0
669,Resignation-Other reasons,2013.0,2011.0,2011.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,41-45,,,,,,2.0
671,Resignation-Move overseas/interstate,2013.0,2013.0,2013.0,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Temporary Full-time,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,,0.0
672,Resignation-Move overseas/interstate,2013.0,2013.0,2013.0,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,,,,,,0.0
673,Resignation-Other employer,2013.0,2009.0,2009.0,Teacher,Primary,North Coast,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,,4.0
678,Resignation-Other employer,2014.0,2010.0,2011.0,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,,4.0
680,Resignation-Move overseas/interstate,2013.0,2012.0,2012.0,,,Central Queensland,,Casual,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,36-40,,,,,,1.0
684,Resignation-Other employer,2013.0,1988.0,1991.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,46-50,,,,,,25.0
685,Resignation-Other employer,,2011.0,2012.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,,
686,Resignation-Other employer,2013.0,2004.0,2004.0,Schools Officer,,South East,,Permanent Full-time,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Female,46-50,,,,,,9.0
687,Resignation-Other employer,2014.0,1985.0,2010.0,Public Servant,AO8 and Above,Central Office,Corporate Strategy and Peformance,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,56-60,,,,,,29.0
689,Resignation-Other reasons,2013.0,2013.0,2013.0,Teacher Aide,,Darling Downs South West,,Permanent Part-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,,0.0
